Neighborhood,City,State,med_2011,med_2014
Montlake,Seattle,WA,,1295.0
Sunny Slope,San Antonio,TX,,
Takoma,Washington,DC,,1835.0
Northgate,Seattle,WA,,
Northwood Hills,West Palm Beach,FL,,1150.0
Frasier Meadows,Boulder,CO,,
Southgate Triangle,Missoula,MT,,775.0
Snell Isle,Saint Petersburg,FL,1350.0,
Indiana Forest,Columbus,OH,,625.0
Highland Park,Grand Rapids,MI,,750.0
Presidio,San Francisco,CA,3575.0,2916.0
Morningside,Pittsburgh,PA,,
Holden-Parramore,Orlando,FL,,
Castle Manor,Milwaukee,WI,,
Plaza-Shamrock,Charlotte,NC,575.0,750.0
Willow Park,Aurora,CO,,
Midlothian,Richmond,VA,,
East Cesar Chavez,Austin,TX,1179.0,
Judkins Park,Seattle,WA,,
Wilson,San Bernardino,CA,,
Downtown Business District,Bellingham,WA,,
Rosedale Park,Detroit,MI,,
High Country,San Antonio,TX,,
Huguenot,Richmond,VA,,
Courier City,Tampa,FL,1400.0,1295.0
Laguna,Santa Barbara,CA,,1200.0
Candler Park,Atlanta,GA,1200.0,
Heritage Hill,Grand Rapids,MI,,925.0
Alderman Park,Jacksonville,FL,,
Cox,Oakland,CA,,
Glen Oaks,Baltimore,MD,,
Bywater,New Orleans,LA,,
Parkwood Maintenance,San Antonio,TX,,
Mount Vernon,San Bernardino,CA,,
Pittsburgh,Atlanta,GA,,825.0
Eastern 49-63,Kansas City,MO,,
Concordia,Milwaukee,WI,,
A Mountain,Tucson,AZ,,
Arrowview,San Bernardino,CA,,
Collingwood,Charlotte,NC,,550.0
Northwest Harbor,East Hampton,NY,36000.0,38000.0
Park Village,San Antonio,TX,,
Clanton Park-Roseland,Charlotte,NC,,
West End,Washington,DC,3265.0,2875.0
Frick,Oakland,CA,,
Plaza Midwood,Charlotte,NC,1300.0,960.0
Tuscany-Canterbury,Baltimore,MD,1400.0,
Sugaw Creek-Ritch Ave,Charlotte,NC,,
Kirkman North,Orlando,FL,785.0,985.0
Corryville,Cincinnati,OH,,
Village 2,Sacramento,CA,,
Governours Square,Columbus,OH,620.0,
Bayou Oaks,Sarasota,FL,,950.0
Swain Oaks,Stockton,CA,,650.0
Allen,Buffalo,NY,,750.0
Oceana,Virginia Beach,VA,750.0,785.0
Burleith,Washington,DC,,3150.0
Whites Bend,Nashville,TN,745.0,
South Carthay,Los Angeles,CA,,1997.0
Downtown,Eugene,OR,995.0,565.0
Shepherd Park,Washington,DC,,
Tahoe Park,Sacramento,CA,,
Noralto,Sacramento,CA,,
Prairie Hills,Town of Madison,WI,,
Navy Yard,Washington,DC,2435.0,2495.0
King-Lincoln-Bronzeville,Columbus,OH,,495.0
Jefferson,San Antonio,TX,,
Sobrante Park,Oakland,CA,,
Yankee Hill,Milwaukee,WI,1650.0,1350.0
Lake Country,Fort Worth,TX,,
The Eye,Detroit,MI,,800.0
Parkway,Albuquerque,NM,,
Southwest,Atlanta,GA,,
Terrace Village,Pittsburgh,PA,,
Santa Fe,Oakland,CA,,
New Dorp Beach,New York,NY,,
Eastview,Richmond,VA,,
Hayward Park,San Mateo,CA,,
Forest Knolls,San Francisco,CA,,3070.0
Avalon Park,Chicago,IL,,630.0
South Campus,Town of Madison,WI,1745.0,1645.0
Twin Peaks,San Francisco,CA,,2600.0
Covenant Blu-Grand Center,Saint Louis,MO,950.0,
West End,New Orleans,LA,,
River Oaks,Fort Lauderdale,FL,1500.0,1300.0
Marlborough Heights - Marlborough Pride,Kansas City,MO,,650.0
North Highland,Arlington,VA,1560.0,1800.0
Downtown,Boston,MA,2600.0,3400.0
Lockeland Springs,Nashville,TN,,
Meadows Village,Las Vegas,NV,,1350.0
Graceland West,Chicago,IL,1400.0,1600.0
Royal Lakes,Jacksonville,FL,800.0,
Greenspring,Baltimore,MD,,
Eads-Fisherville,Memphis,TN,,1175.0
Canterbury,Mobile,AL,,
Tri-Taylor,Chicago,IL,1300.0,1450.0
McKinley,Albuquerque,NM,,
Indian Creek,Denver,CO,,
Conway,Orlando,FL,775.0,800.0
Georgian Heights,Columbus,OH,,
West Albany,Columbus,OH,,
Sagepointe,Bakersfield,CA,,780.0
Blenman-Elm,Tucson,AZ,,875.0
Coral Ridge Isles,Fort Lauderdale,FL,1350.0,1250.0
Downtown North,Palo Alto,CA,,
South End,Stamford,CT,2980.0,
Bluff Acres,Town of Madison,WI,,
El Dorado - Oates Prairie,Houston,TX,,
South Los Altos,Albuquerque,NM,,550.0
Los Prados,San Mateo,CA,,
Woodbine,Nashville,TN,,575.0
Sunset Road,Charlotte,NC,,1050.0
Fry Springs,Charlottesville,VA,,1195.0
Irvine Health and Science Complex,Irvine,CA,,1960.0
Bluff Park,Long Beach,CA,,2450.0
Brentwood,Washington,DC,,
Browncroft,Rochester,NY,,
Camelot 1,San Antonio,TX,,
Hidden Hills,Jacksonville,FL,,
Boise,Portland,OR,1195.0,2025.0
Friedrich Wilderness Park,San Antonio,TX,,1430.0
Miracle Manor,Tucson,AZ,,695.0
Turtle Ridge,Irvine,CA,2750.0,3500.0
Colonialtown North,Orlando,FL,,1150.0
North Park,San Bernardino,CA,,
Pepperwood,Tempe,AZ,,
Mechanicsville,Atlanta,GA,1000.0,995.0
United Amigos,Mesa,AZ,,
Amtrak,San Bernardino,CA,,
Old Naples,Naples,FL,2200.0,4500.0
Claremont,Mobile,AL,,
Wilshire Village,San Antonio,TX,615.0,928.0
Upper East,Santa Barbara,CA,,
Dignowity Hill,San Antonio,TX,,925.0
Brookfield Village,Oakland,CA,,
Westfield,Baltimore,MD,,
Eastgate,Bellevue,WA,,1700.0
Uptown,Albuquerque,NM,,
Wayland,Providence,RI,1600.0,1100.0
Leisure World,Mesa,AZ,,2400.0
English Avenue,Atlanta,GA,,950.0
Eight Mile Wyoming,Detroit,MI,,700.0
Downtown,San Antonio,TX,759.0,1800.0
Holiday Park,Stockton,CA,,850.0
East Isles,Minneapolis,MN,,
Lakewood,Saint Petersburg,FL,815.0,995.0
West View,Atlanta,GA,,775.0
Mckinley,Minneapolis,MN,,
Sunnyside,New York,NY,,
Richmond Heights,Orlando,FL,,
Historic Kenwood,Saint Petersburg,FL,900.0,850.0
Ortega Farms,Jacksonville,FL,,825.0
Sunset Heights,El Paso,TX,,
Highlandtown,Baltimore,MD,,
DeBaliviere Place,Saint Louis,MO,825.0,800.0
Hillcrest,Dayton,OH,,
Pineapple Park - Ibis,West Palm Beach,FL,4000.0,3000.0
Potomac Yard-Potomac Greens,Alexandria,VA,2085.0,
Mccormick,Wichita,KS,,
Skyland,Denver,CO,,
Heartside,Grand Rapids,MI,,
Westhill,Mobile,AL,,
Terra Vista,Bakersfield,CA,,
Lakemont,Augusta,GA,,800.0
Center Hill,Atlanta,GA,,875.0
Keewaydin,Minneapolis,MN,,
Parker Ridge,West Palm Beach,FL,,
Longs Creek,San Antonio,TX,,
Lyon's Gate,Gilbert,AZ,,1275.0
The Traditions,Chandler,AZ,,
Pen Lucy,Baltimore,MD,,
Lackawanna,Jacksonville,FL,,
Alegre Community,Tempe,AZ,650.0,895.0
Sheldon-Charter Oak,Hartford,CT,,850.0
Lynn Knoll,Aurora,CO,,829.0
Singing Arrow,Albuquerque,NM,,599.0
Bennington,Vancouver,WA,,
Randolph,Richmond,VA,867.0,1400.0
Coliseum,Oakland,CA,,
Harrison,Minneapolis,MN,,
Tarpon River,Fort Lauderdale,FL,2225.0,1695.0
Jefferson Heights,San Antonio,TX,,
North of Grand,Des Moines,IA,,
Ravenswood Manor,Chicago,IL,,
City Park,Denver,CO,1347.0,
Lakewide,Oakland,CA,995.0,
Parkwood Ranch,Mesa,AZ,,1100.0
Soulard,Saint Louis,MO,,900.0
Orchard Ridge Community,Town of Madison,WI,,
Sendera Ranch,Fort Worth,TX,,1295.0
Panama Park,Jacksonville,FL,,650.0
International District,Seattle,WA,,1350.0
Mount Vernon,Columbus,OH,,
La Playa,San Diego,CA,2500.0,2750.0
Sailboat Bend,Fort Lauderdale,FL,1850.0,1800.0
Touro,New Orleans,LA,,
Cleveland,Minneapolis,MN,,
Park Estates,Long Beach,CA,,
Jacksonville Heights West,Jacksonville,FL,800.0,1036.0
Baltimore,Mobile,AL,,
Lake Meadows,Chicago,IL,806.0,
Highland Park,Aurora,CO,,
Esther Short,Vancouver,WA,720.0,
Foxboro,Columbus,OH,,835.0
Five Oaks,Dayton,OH,,
Ribault,Jacksonville,FL,,
Central Avenue,Albany,NY,,
Sherman Heights,San Diego,CA,,
Fishkorn,Detroit,MI,,790.0
Live Oaks Square,Tampa,FL,,
Duboce Triangle,San Francisco,CA,,4900.0
Cottage Grove,Youngstown,OH,,
Capital View-Stiff,Little Rock,AR,,650.0
Lower Clinton Hill,Newark,NJ,,
East Baltimore Midway,Baltimore,MD,,1050.0
Bloomfield,New York,NY,,
Enderly Park,Charlotte,NC,495.0,675.0
The Hills of Park North,San Antonio,TX,,
Medical Center Area,Houston,TX,1468.0,1650.0
Marigny,New Orleans,LA,,1400.0
Colonial Manor,Sacramento,CA,,
Pleasant Plains,New York,NY,,1200.0
Navco,Mobile,AL,,700.0
Winston Park,Saint Petersburg,FL,,
Adamsville,Atlanta,GA,,
Wakefield,Washington,DC,1646.0,1560.0
RP Sports Complex,Sacramento,CA,,
Spring Creek Neighborhood Alliance,San Antonio,TX,,
Wendover-Sedgewood,Charlotte,NC,1020.0,1250.0
San Marco,Jacksonville,FL,750.0,675.0
Factoria,Bellevue,WA,1475.0,2000.0
Central Park,New York,NY,2850.0,3695.0
Fairlawn,Washington,DC,,
Lake Forest Hills,Jacksonville,FL,,1000.0
North Town Fork Creek,Kansas City,MO,,
The Palisades,Washington,DC,,2195.0
New Scotland,Albany,NY,,
Stockdale West,Bakersfield,CA,,
Park East,Sarasota,FL,825.0,950.0
Durrs Homeowners,Fort Lauderdale,FL,,995.0
Harriet Creek Ranch,Fort Worth,TX,,1300.0
SBIC,Baltimore,MD,,1900.0
Clearwater Beach Association,Clearwater,FL,2000.0,3000.0
Southwest Quadrant,Alexandria,VA,2155.0,2166.0
Truxton Circle,Washington,DC,,2500.0
Terrell Heights,San Antonio,TX,949.0,1045.0
Downtown,Sarasota,FL,2200.0,3200.0
Wilshire,San Antonio,TX,,
Waverly Hills,Arlington,VA,,
Natomas Crossing,Sacramento,CA,,1350.0
North Campus,Columbus,OH,,590.0
Lakewood Heights,Atlanta,GA,800.0,
Lewis and Clark,Missoula,MT,,650.0
Forest Park West,Columbus,OH,,
Cedar-Isles-Dean,Minneapolis,MN,1970.0,2279.0
Sunset,Tempe,AZ,625.0,795.0
Breezy Point,New York,NY,,3005.0
Carver,Mobile,AL,,
Dayton-Weequahic Park,Newark,NJ,,
Downtown,Olympia,WA,,
Mckinney,Austin,TX,900.0,
Twin Towers,Dayton,OH,,
Northridge Estates,Dayton,OH,,
Madison Area,Grand Rapids,MI,,795.0
South Rose Hill,Kirkland,WA,,
Northside,Missoula,MT,,
Lockhill Estates,San Antonio,TX,,
Riverview,Tulsa,OK,,
Moncrief Park,Jacksonville,FL,,
Bridle Trails,Kirkland,WA,,
Amaryllis Park,Sarasota,FL,,
Cathedral Park,Portland,OR,,
University City North,Charlotte,NC,819.0,
Downtown,Portland,ME,1600.0,1525.0
Central Northside,Pittsburgh,PA,,
St. Catherine's Gardens,Kansas City,MO,,
Galloway Ridge,Columbus,OH,,
Reynoldstown,Atlanta,GA,1200.0,900.0
Sedgefield,Charlotte,NC,895.0,995.0
The Bush,Chicago,IL,,
Better Waverly,Baltimore,MD,,
South Green,Hartford,CT,,795.0
Shelby Park,Louisville,KY,,650.0
Central City-Liberty Wells,Salt Lake City,UT,,
Woodlawn,Mobile,AL,,750.0
Canterbury Green,Fort Wayne,IN,649.0,584.0
Sunset Cliffs,San Diego,CA,,
Greenwich Hills,Mobile,AL,,
West Congress,Austin,TX,1250.0,1025.0
Golf Course Terrace,Sacramento,CA,,1150.0
Boulevard Bluffs,Everett,WA,,1320.0
West Portal,San Francisco,CA,,
Ashbrook-Clawson Village,Charlotte,NC,995.0,1000.0
Garfield Heights,Washington,DC,,1150.0
Tiger Hole-Secret Woods,Jacksonville,FL,,
Carthage,Cincinnati,OH,,
Guide Meridian,Bellingham,WA,,
Richland Park,Richardson,TX,,
Dobson Woods,Mesa,AZ,,
First Ward,Charlotte,NC,1000.0,1280.0
Douglas,Washington,DC,,
Pearl-Meigs-Monroe,Rochester,NY,595.0,
Sheridan,Minneapolis,MN,,
The Gate District,Saint Louis,MO,,850.0
Meyer Park,Tempe,AZ,776.0,1195.0
Boulevard Park,Sacramento,CA,,725.0
Hamilton,Fort Wayne,IN,,
Fairway Bend,Fort Worth,TX,,919.0
Dennis Port,Dennis,MA,,1100.0
Slater Rd-Hamilton Circle,Charlotte,NC,,
Lafayette Square,Saint Louis,MO,,
McClymonds,Oakland,CA,,
Hope,Providence,RI,,1050.0
Olde Towne,Toledo,OH,,
The Strip,Las Vegas,NV,1600.0,2000.0
Oakbrook,Vancouver,WA,,
Palm Beach Lakes,West Palm Beach,FL,,1500.0
Perkerson,Atlanta,GA,,
Dodge Flower,Tucson,AZ,,580.0
Mission Valley West,San Diego,CA,1700.0,1650.0
Marrion,Vancouver,WA,,
Gardenland,Sacramento,CA,,
Barrio Hollywood,Tucson,AZ,,
Riverside Heights,Tampa,FL,,
Walnut Hills,Columbus,OH,,
North Rosslyn,Arlington,VA,2800.0,2495.0
Fairways Forest,Jacksonville,FL,,
University Park Estates,Long Beach,CA,,
Greektown,Baltimore,MD,,
North Highland Park,Richmond,VA,,850.0
Strawberry Manor,Sacramento,CA,,
West De Paul,Chicago,IL,1725.0,2700.0
East Lake,Atlanta,GA,,
Crown Hill,Seattle,WA,,
Mohican Regent,Detroit,MI,,
Center Square,Albany,NY,,800.0
Tampa International Airport Area,Tampa,FL,1100.0,1235.0
Holiday Park,Albuquerque,NM,,
Lake Ridge,Fort Lauderdale,FL,1850.0,1600.0
Alta Vista,San Antonio,TX,,
Lauriedale,San Mateo,CA,1740.0,
Latah Valley,Spokane,WA,,1400.0
West Bayside,Portland,ME,,
Rio Vista,Fort Lauderdale,FL,1950.0,2400.0
Monterey,Orlando,FL,,
Orlando International Airport,Orlando,FL,,
Saint Joseph,Louisville,KY,,
Southwood,Jacksonville,FL,,
River Bend,Des Moines,IA,,
Ruskin Hills,Kansas City,MO,,850.0
Denny Triangle,Seattle,WA,1575.0,2450.0
Kearny Mesa,San Diego,CA,,1967.0
Palmetto Beach,Tampa,FL,,
Interbay,Tampa,FL,,1400.0
Mark Twain,Richardson,TX,,
Summerhill,Atlanta,GA,,
Cody,Mobile,AL,,725.0
Buena Vista Park,San Francisco,CA,,3600.0
Locust Point Industrial Area,Baltimore,MD,,1900.0
North Charlotte,Charlotte,NC,890.0,1200.0
Burr Oaks,Town of Madison,WI,,725.0
Coppin Heights - Ash-Co-East,Baltimore,MD,,1060.0
Hermitage Hills,Nashville,TN,,585.0
Shockoe Bottom,Richmond,VA,1025.0,1082.0
Clifton,Louisville,KY,,
Slate Hill,Columbus,OH,,895.0
Thomasville Heights,Atlanta,GA,,695.0
Orchard Hills,Irvine,CA,,2100.0
Euclid Heights,Saint Petersburg,FL,,
Sterling,Charlotte,NC,725.0,
St. Louis Place,Saint Louis,MO,,
Downtown Des Moines,Des Moines,IA,725.0,1185.0
Smoketown Jackson,Louisville,KY,,
Downtown Charlotte,Charlotte,NC,1175.0,1400.0
Falcon Ridge,Fort Worth,TX,,1250.0
Brookside Woods,Columbus,OH,,900.0
Fossil Park,Fort Worth,TX,,
Gateway,Saint Petersburg,FL,,
DUMBO,New York,NY,3600.0,3850.0
Llanfair,Mobile,AL,,
Sunset,Boise,ID,,
Louis Park,Stockton,CA,,
Newton Booth,Sacramento,CA,,750.0
Patch,Saint Louis,MO,,680.0
Middle East,Baltimore,MD,1300.0,1300.0
Poinsettia Heights,Fort Lauderdale,FL,1850.0,1595.0
Five Points,Detroit,MI,,
Riss Lake,Kansas City,MO,,
Brightwood Park,Washington,DC,,1375.0
Dinsmore,Jacksonville,FL,,
Twinbrooks,Saint Petersburg,FL,,875.0
Carino Estates,Chandler,AZ,,
Brookhaven,Atlanta,GA,,
East Central,Fort Wayne,IN,725.0,
Grier Heights,Charlotte,NC,450.0,650.0
Peachtree Hills,Atlanta,GA,825.0,
Central Business District,San Mateo,CA,,3401.0
Biscayne Terrace,Jacksonville,FL,,1100.0
East Riverside,New Orleans,LA,,
Poncey-Highland,Atlanta,GA,,
Twelve Oaks,Chandler,AZ,,1295.0
Southeast Quality,South Bend,IN,,575.0
Mordecai,Raleigh,NC,,1250.0
Madison Park,Baltimore,MD,1166.0,1050.0
Russell Woods,Detroit,MI,,650.0
Poppleton,Baltimore,MD,,
Hyatt Park,Columbia,SC,,
Forest Park Southeast,Saint Louis,MO,,925.0
West Markham,Little Rock,AR,,
Clifton Heights,Saint Louis,MO,,750.0
Oak Grove Estates,San Antonio,TX,,
Lake Watkins,Lakeland,FL,,
Carver,Washington,DC,,
Red Ridge South,Kansas City,MO,689.0,
Franklin Park,Columbus,OH,,550.0
Federal Hill,Baltimore,MD,2100.0,1700.0
Fox Park,Saint Louis,MO,,700.0
Oak Park Northwest,Kansas City,MO,,650.0
Prospect Park South,New York,NY,1600.0,1350.0
Emma Dickinson Orchard Homes,Missoula,MT,,
Monroe Ward,Richmond,VA,765.0,
NTNA - College,Tempe,AZ,801.0,748.0
Marine Villa,Saint Louis,MO,,
Langdon,Washington,DC,,
Lake Somerset,Lakeland,FL,,
Starmount,Charlotte,NC,,1450.0
Fairmount Park,San Diego,CA,,
Upper Lawrenceville,Pittsburgh,PA,,
S Y Jackson,Albuquerque,NM,,
Franklin Square,Baltimore,MD,,
Ortega,Jacksonville,FL,,
Guilford Center,Guilford,CT,,
Rolling Hills Ranch,Chula Vista,CA,,
Midway,Henderson,NV,,1250.0
Northern Hills,San Antonio,TX,,
Westover,Stamford,CT,,
La Gorce,Miami Beach,FL,,6900.0
Pheasant Hill,Dayton,OH,,
Colonial Village,Arlington,VA,2049.0,1990.0
Paces,Atlanta,GA,,1420.0
Downtown CBD,Little Rock,AR,,1090.0
Encanto,Mesa,AZ,,
Houghton,Tucson,AZ,,
Ventura,Palo Alto,CA,,
Washington Square,Mobile,AL,,
Knight Park - Howell Station,Atlanta,GA,,
Holly Hills,Saint Louis,MO,,675.0
Riverfront,Missoula,MT,,
North Waterfront,San Francisco,CA,,3475.0
Inner Harbor,Baltimore,MD,1898.0,
Waverly,Baltimore,MD,,1200.0
North Kenwood,Saint Petersburg,FL,,
Old Fort Lowell,Tucson,AZ,,
Peoplestown,Atlanta,GA,,900.0
Summit Park,Albuquerque,NM,,
West Oakland,Pittsburgh,PA,1297.0,
Second Creek,Mobile,AL,835.0,
Piney Knolls,Richmond,VA,,
Magnolia,Stockton,CA,,550.0
Rosedale,Denver,CO,,
Belmont,Charlotte,NC,,595.0
White Bridge,Nashville,TN,,
West Mesa,Santa Barbara,CA,,1995.0
Maplewood,Portland,OR,,
Las Palmas,Oakland,CA,,
Cedmont,Baltimore,MD,,960.0
Euclid-St Pauls,Saint Petersburg,FL,,
Thomaston,Great Neck,NY,2150.0,2285.0
Bellemeade,Richmond,VA,750.0,
South River Gardens,Atlanta,GA,,913.0
Buckhorn,Mesa,AZ,,895.0
Feldman's,Tucson,AZ,,775.0
South Plaza,Kansas City,MO,1065.0,
Skies West,Albuquerque,NM,,1075.0
Council Oak,South Bend,IN,,
Lake Road,Milwaukie,OR,,
Shingle Creek,Minneapolis,MN,,
Rosemont,Baltimore,MD,,1000.0
Dawson,Austin,TX,1511.0,1343.0
Tempe Royal Estates,Tempe,AZ,,
Fondren Gardens,Houston,TX,,
Livingston - McNaughten,Columbus,OH,,
Algeirs Point,New Orleans,LA,,
Jefferson Park,Denver,CO,,
Palm Club Village,West Palm Beach,FL,850.0,1150.0
Grandmont No.1,Detroit,MI,,950.0
Flagler Heights,Fort Lauderdale,FL,1850.0,1800.0
Cascade Avenue-Road,Atlanta,GA,,825.0
Preserve South,Columbus,OH,,
Monterey,Jacksonville,FL,725.0,750.0
Carver,Richmond,VA,1020.0,1200.0
Airport,Sacramento,CA,,
Croissant Park,Fort Lauderdale,FL,2200.0,1750.0
Highland,Albuquerque,NM,,595.0
Vista del Norte,Albuquerque,NM,,
Wilder Park,Louisville,KY,,
Normandy Village,Jacksonville,FL,,995.0
Westover,Richmond,VA,600.0,
Greenbush,Town of Madison,WI,,1275.0
Kellogg School,Wichita,KS,,599.0
Trouville,Columbus,OH,,
Mapleton Hill,Boulder,CO,,1900.0
Ridgemoor,Grand Rapids,MI,,
Brookwood,Mobile,AL,,
Sand Key Civic Association,Clearwater,FL,2200.0,2500.0
Natomas Creek,Sacramento,CA,,
Oak Creek,San Antonio,TX,,1150.0
RMMA,Austin,TX,1555.0,
Northern Barton Heights,Richmond,VA,,875.0
Lake Maggiore,Saint Petersburg,FL,,
Woodmere,Baltimore,MD,,
Sweet Auburn,Atlanta,GA,972.0,1221.0
Ashley Park,Charlotte,NC,600.0,725.0
Edgewood,Fort Lauderdale,FL,1340.0,1650.0
Oak Flower,Tucson,AZ,,
Hidden Valley,Bellevue,WA,1540.0,1795.0
Elliott,Pittsburgh,PA,,
Vasa,Bellevue,WA,,
Hillside,Portland,OR,,1450.0
Eastwood,Nashville,TN,,
Dixieland,Lakeland,FL,,
Bartlett Park,Saint Petersburg,FL,,800.0
East Calhoun,Minneapolis,MN,,
Harbordale,Fort Lauderdale,FL,1600.0,1565.0
Hanover Place,Kansas City,MO,550.0,750.0
Moorpark,Glendale,CA,,
South Forest Park,Everett,WA,,
Corn Hill,Rochester,NY,,
Greenwich Village,Dayton,OH,,
Rincon Heights,Tucson,AZ,,850.0
Skyland,Washington,DC,,
South Lake Union,Seattle,WA,,1930.0
Duquesne Heights,Pittsburgh,PA,,
Fifth City,Chicago,IL,,975.0
Kalorama,Washington,DC,,2500.0
Bay Creek,Town of Madison,WI,,
Bolton,Atlanta,GA,,
Claremont,Arlington,VA,,
Bridgeview - Greenlawn,Baltimore,MD,,
Browns Mill Park,Atlanta,GA,,
Fiesta Park Village,Mesa,AZ,,
Buckhead Forest,Atlanta,GA,1365.0,1455.0
Hanlon-Longwood,Baltimore,MD,,
Tuxedo,Oakland,CA,,
East Bayside-India Street,Portland,ME,,
Belmont,Detroit,MI,,750.0
Briarwood,Little Rock,AR,,
Jefferson Park,Tucson,AZ,,1025.0
Washington Hill,Baltimore,MD,,1350.0
Freedom Park,Charlotte,NC,,
Benning,Washington,DC,985.0,
Cylburn,Baltimore,MD,,
Oakhurst,Charlotte,NC,,
McPherson Ranch,Fort Worth,TX,,1450.0
Mountain Arroyos,El Paso,TX,,875.0
Southwest,West Palm Beach,FL,,
Arroyo Chico,Tucson,AZ,550.0,
Essex Village,Essex,CT,1200.0,1100.0
Ralph Bunche,Oakland,CA,,
Walbrook,Baltimore,MD,,
San Pablo Gateway,Oakland,CA,,2206.0
Prairie Shores,Chicago,IL,,1035.0
Hazelwood,Louisville,KY,,
Madison - Eastend,Baltimore,MD,,
Baxter,Grand Rapids,MI,,750.0
Citizens on Alert,San Antonio,TX,,
Royal Ridge,San Antonio,TX,,
Harrisburg,Augusta,GA,,
Three Chopt,Richmond,VA,,
Whiteoak,Charlotte,NC,930.0,
Vine City,Atlanta,GA,,
Campus Commons,Sacramento,CA,945.0,
Swope Parkway - Elmwood,Kansas City,MO,,600.0
Church Hill,Richmond,VA,850.0,1050.0
Navarre,New Orleans,LA,,
Produce & Waterfront,Oakland,CA,1683.0,2317.0
Riviera Bay,Saint Petersburg,FL,,1400.0
Lettered Streets,Bellingham,WA,,
Tuttle West,Columbus,OH,995.0,
East Augusta,Augusta,GA,,
Arlington,Baltimore,MD,,
The Gap,Chicago,IL,,
Regina,Minneapolis,MN,,
Riverdale,Little Rock,AR,950.0,
Shroyer Park,Dayton,OH,525.0,
South Lake Morton,Lakeland,FL,,
Northwood,West Palm Beach,FL,,1100.0
Trilogy,Gilbert,AZ,,
Mariners Village,Orlando,FL,,
Central Business District,New Orleans,LA,1740.0,2300.0
Curtis,San Bernardino,CA,,
Hammond Park,Atlanta,GA,,
Indian Beach-Sapphire Shores,Sarasota,FL,,
Edgewater Glen,Chicago,IL,780.0,1400.0
Troy Hill,Pittsburgh,PA,1385.0,
Fairgrounds,Tucson,AZ,,
West Hills,Spokane,WA,,
Las Vistas,Tucson,AZ,,
Cherry Street,Tulsa,OK,,
Lake Como,Orlando,FL,,
Lasalle Area,South Bend,IN,,600.0
Springvale,San Antonio,TX,,
Ridgewood,Town of Madison,WI,865.0,
Isla Del Sol,Saint Petersburg,FL,2250.0,2200.0
Mariners Island,San Mateo,CA,,
Brookwood Hills,Atlanta,GA,,
Progresso Village,Fort Lauderdale,FL,,1200.0
Property Owners of Northhampton,San Antonio,TX,,1200.0
Carver City,Tampa,FL,1072.0,1149.0
Historic Uptown,Saint Petersburg,FL,,675.0
Cold Sprint Park,Milwaukee,WI,,
Mt. Paran - Northside,Atlanta,GA,1850.0,
Lincoln Heights,Charlotte,NC,,
University Hts,Albuquerque,NM,,
Northview Hills,Tampa,FL,,
Wentworth Holland,Oakland,CA,,
Northwest Dallas,Dallas,TX,,
Diamond Heights,San Francisco,CA,,
Hunter Hills,Atlanta,GA,,900.0
Church Hill North,Richmond,VA,,875.0
Southside,Jacksonville,FL,1195.0,1195.0
St. Cyrils,Tucson,AZ,,
Hidden Meadow,San Antonio,TX,,
Touchstone Village-Elm Lane,Charlotte,NC,745.0,
Eucalyptus Hill,Santa Barbara,CA,,
Bella Vista,Vancouver,WA,,
Riviera,Mobile,AL,,
Osuna Park,Albuquerque,NM,,
Heart of Missoula,Missoula,MT,,675.0
North Dodge,Tucson,AZ,,650.0
Downtown,Boise,ID,1200.0,
Hwy 51-Park Road,Charlotte,NC,,
Princeton Lakes,Atlanta,GA,,1500.0
Flying Horse,Colorado Springs,CO,,
Yale-Heights,Baltimore,MD,,
Cedarhurst,Richmond,VA,,
Providence Park,Charlotte,NC,,
Harborview,Jacksonville,FL,,
Earlewood,Columbia,SC,,1100.0
Highland,Oakland,CA,,
West Slope,Beaverton,OR,,
Midtown-Edmondson,Baltimore,MD,,
Dearborn Park,Chicago,IL,1600.0,1750.0
Highlands,Boise,ID,,
Saint Josephs,Baltimore,MD,,
West Douglas,Kalamazoo,MI,,
Mountainbrook,Charlotte,NC,,
East Aurora,Boulder,CO,,1500.0
Clearbrook Park,Monroe Township,NJ,,
North University,Tucson,AZ,,
South Riverside,Jacksonville,FL,,
Nws Cooperative Alliance,South Bend,IN,,550.0
Paradise Park,Oakland,CA,,
Swansboro West,Richmond,VA,,
Maysville,Mobile,AL,,
Parkland Estates,Tampa,FL,,
Edgewood Manor,Jacksonville,FL,,
Sweetwater,Jacksonville,FL,,950.0
York,Bellingham,WA,,
Jeff Davis,Richmond,VA,590.0,
Hi-Pointe,Saint Louis,MO,,775.0
Fairfax,Oakland,CA,,
Overland,Denver,CO,1075.0,1215.0
North Cleveland Park,Washington,DC,,2340.0
Drexel Park,Tucson,AZ,,
Empire Point,Jacksonville,FL,990.0,700.0
Ridge St,Charlottesville,VA,,
South East Ravenswood,Chicago,IL,1150.0,1080.0
Sunnyland,Bellingham,WA,,
Spring Glen,Jacksonville,FL,,
CSU Bakersfield,Bakersfield,CA,,1175.0
Meadow Homes,Vancouver,WA,,800.0
Brewery District (including Whittier Peninsula),Columbus,OH,,1245.0
College Park,Jacksonville,FL,,
Melrose,Nashville,TN,,
Toler Heights,Oakland,CA,,
Lake Eola Heights,Orlando,FL,,1000.0
Hubbard-Richard,Detroit,MI,,
Shipley Hill,Baltimore,MD,,
Oakdale,Grand Rapids,MI,,
Penn North,Baltimore,MD,,
